[2024-09-01T08:41:38.055+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-01T08:41:38.075+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:41:16+00:00 [queued]>
[2024-09-01T08:41:38.085+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:41:16+00:00 [queued]>
[2024-09-01T08:41:38.085+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 1
[2024-09-01T08:41:38.101+0000] {taskinstance.py:2879} INFO - Executing <Task(PythonOperator): log_results> on 2024-09-01 08:41:16+00:00
[2024-09-01T08:41:38.110+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=286) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-01T08:41:38.111+0000] {standard_task_runner.py:72} INFO - Started process 288 to run task
[2024-09-01T08:41:38.112+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'nyc_airbnb_etl', 'log_results', 'manual__2024-09-01T08:41:16+00:00', '--job-id', '211', '--raw', '--subdir', 'DAGS_FOLDER/nyc_airbnb_etl.py', '--cfg-path', '/tmp/tmprvslm1sz']
[2024-09-01T08:41:38.113+0000] {standard_task_runner.py:105} INFO - Job 211: Subtask log_results
[2024-09-01T08:41:38.160+0000] {task_command.py:467} INFO - Running <TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:41:16+00:00 [running]> on host b74353bc56c3
[2024-09-01T08:41:38.250+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='nyc_airbnb_etl' AIRFLOW_CTX_TASK_ID='log_results' AIRFLOW_CTX_EXECUTION_DATE='2024-09-01T08:41:16+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-01T08:41:16+00:00'
[2024-09-01T08:41:38.251+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-01T08:41:38.252+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-01T08:41:38.253+0000] {logging_mixin.py:190} INFO - Current task name:log_results state:running start_date:2024-09-01 08:41:38.076591+00:00
[2024-09-01T08:41:38.253+0000] {logging_mixin.py:190} INFO - Dag name:nyc_airbnb_etl and current dag run status:running
[2024-09-01T08:41:38.254+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-09-01T08:41:38.265+0000] {base.py:84} INFO - Retrieving connection 'test-connection'
[2024-09-01T08:41:38.269+0000] {sql.py:509} INFO - Running statement: SELECT * FROM information_schema.tables, parameters: None
[2024-09-01T08:41:38.287+0000] {sql.py:518} INFO - Rows affected: 243
[2024-09-01T08:41:38.289+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'log', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.349+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_all_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.349+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_sys_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.350+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_user_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.350+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_all_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.351+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_sys_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.351+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_user_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.352+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_activity', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.352+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_replication', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.353+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_slru', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.353+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_wal_receiver', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.354+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_subscription', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.354+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_ssl', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.355+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_gssapi', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.355+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_replication_slots', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.356+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_database', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.356+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_database_conflicts', 'VIEW', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.357+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_user_functions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.357+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_xact_user_functions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.357+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_archiver', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.358+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_bgwriter', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.358+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_progress_analyze', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.359+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.359+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'information_schema_catalog_name', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.360+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'collations', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.360+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'applicable_roles', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.361+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'administrable_role_authorizations', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.361+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'column_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.362+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'attributes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.362+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'collation_character_set_applicability', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.363+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'character_sets', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.363+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'check_constraint_routine_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.364+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'check_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.365+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'column_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.365+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'column_domain_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.366+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'column_udt_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.367+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'constraint_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.367+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'constraint_table_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.367+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'domain_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.368+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'domain_udt_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.368+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'domains', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.369+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'connection', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.369+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'enabled_roles', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.370+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'sql_implementation_info', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.370+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'key_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.371+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'parameters', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.371+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'referential_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.372+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'role_column_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.372+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'sql_parts', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.373+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'routine_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.373+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'role_routine_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.374+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'routines', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.374+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'schemata', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.375+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.375+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.376+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'sql_sizing', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.376+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'sql_features', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.377+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'table_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.377+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'transforms', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.378+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'table_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.378+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'role_table_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.379+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'udt_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.379+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'triggered_update_columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.380+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'triggers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.380+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'usage_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.381+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'role_udt_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.381+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'role_usage_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.382+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'user_defined_types', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.382+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'view_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.383+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'view_routine_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.383+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'view_table_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.384+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.384+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'views', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.385+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'data_type_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.385+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', '_pg_user_mappings', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.386+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'element_types', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.386+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', '_pg_foreign_table_columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.386+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'column_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.387+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', '_pg_foreign_data_wrappers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.387+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_data_wrapper_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.388+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'user_mapping_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.388+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_data_wrappers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.389+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', '_pg_foreign_servers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.389+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_server_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.390+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_servers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.390+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', '_pg_foreign_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.391+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'user_mappings', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.391+0000] {logging_mixin.py:190} INFO - ('***_etl', 'information_schema', 'foreign_table_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:41:38.392+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'sla_miss', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.392+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'variable', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.393+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'import_error', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.393+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'serialized_dag', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.394+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset_alias', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.394+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset_alias_dataset', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.395+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.395+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset_alias_dataset_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.396+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.396+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_schedule_dataset_alias_reference', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.397+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.397+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_schedule_dataset_reference', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.398+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_outlet_dataset_reference', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.399+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dataset_dag_run_queue', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.399+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'log_template', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.400+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_run', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.400+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_tag', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.401+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_owner_attributes', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.401+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_permission', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.402+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_permission_view', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.402+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_view_menu', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.403+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_user_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.403+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.404+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_warning', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.404+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dagrun_dataset_event', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.405+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'trigger', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.405+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_instance', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.406+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'dag_run_note', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.406+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_permission_view_role', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.407+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'rendered_task_instance_fields', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.407+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_fail', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.408+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_map', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.408+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'alembic_version', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.409+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_reschedule', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.409+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'xcom', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.410+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_instance_note', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.410+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'task_instance_history', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.411+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'session', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.411+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'airbnb_listings', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:41:38.412+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-09-01T08:41:38.423+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-09-01T08:41:38.424+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=nyc_airbnb_etl, task_id=log_results, run_id=manual__2024-09-01T08:41:16+00:00, execution_date=20240901T084116, start_date=20240901T084138, end_date=20240901T084138
[2024-09-01T08:41:38.435+0000] {logging_mixin.py:190} INFO - Task instance in success state
[2024-09-01T08:41:38.435+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: running
[2024-09-01T08:41:38.436+0000] {logging_mixin.py:190} INFO - Dag name:nyc_airbnb_etl queued_at:2024-09-01 08:41:18.594695+00:00
[2024-09-01T08:41:38.437+0000] {logging_mixin.py:190} INFO - Task hostname:b74353bc56c3 operator:PythonOperator
[2024-09-01T08:41:38.488+0000] {local_task_job_runner.py:261} INFO - Task exited with return code 0
[2024-09-01T08:41:38.500+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/models/baseoperator.py:1378: AirflowProviderDeprecationWarning: Call to deprecated class PostgresOperator. (Please use `***.providers.common.sql.operators.sql.SQLExecuteQueryOperator`.Also, you can provide `hook_params={'schema': <database>}`.)
  result = cls.__new__(cls)

[2024-09-01T08:41:38.517+0000] {taskinstance.py:3891} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-09-01T08:41:38.519+0000] {local_task_job_runner.py:240} INFO - ::endgroup::
